YEAR,FAC_NO,FAC_NAME,BEG_DATE,END_DATE,COUNTY_NAME,TYPE_CNTRL,PATIENT_DAYS,PRDHR_MGT,PRDHR_RN,PRDHR_LVN,PRDHR_NA,PRDHR_TSP,PRDHR_PSY,PRDHR_OTH
2012,206454002,COPPER RIDGE CARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Shasta,Investor Owned,41051,5105,23457,35836,102214,0,0,0
2011,206454002,COPPER RIDGE CARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Shasta,Investor Owned,41647,5465,22983,34802,105874,0,0,0
2015,206454003,KINDRED TRANSITIONAL CARE & REHABILITATION-CANYONWOOD,07/01/2014 12:00:00 AM,06/30/2015 12:00:00 AM,Shasta,Investor Owned,37945,1198,14325,32197,81887,0,0,5140
2014,206454003,KINDRED TRANSITIONAL CARE & REHABILITATION-CANYONWOOD,07/01/2013 12:00:00 AM,06/30/2014 12:00:00 AM,Shasta,Investor Owned,38609,2005,12715,30937,86003,0,0,5676
2013,206454003,KINDRED TRANSITIONAL CARE & REHABILITATION-CANYONWOOD,07/01/2012 12:00:00 AM,06/30/2013 12:00:00 AM,Shasta,Investor Owned,37274,1994,15369,29401,82961,0,0,6403
2012,206454003,KINDRED TRANSITIONAL CARE & REHABILITATION-CANYONWOOD,07/01/2011 12:00:00 AM,06/30/2012 12:00:00 AM,Shasta,Investor Owned,37759,2019,14746,27474,84652,0,0,6748
2011,206454003,KINDRED TRANSITIONAL CARE & REHABILITATION-CANYONWOOD,07/01/2010 12:00:00 AM,06/30/2011 12:00:00 AM,Shasta,Investor Owned,39092,1966,14824,28847,89430,0,0,6623
2015,206471079,SHASTA VIEW NURSING CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Siskiyou,Investor Owned,11482,1840,2281,13204,33326,0,0,1459
2014,206471079,SHASTA VIEW NURSING CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Siskiyou,Investor Owned,14738,2173,4340,12200,36047,0,0,1583
2013,206471079,SHASTA VIEW NURSING CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Siskiyou,Investor Owned,17827,1795,3782,16512,42523,0,0,1407
2012,206471079,SHASTA VIEW NURSING CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Siskiyou,Investor Owned,17655,1977,3802,14231,41252,0,0,560
2011,206471079,SHASTA VIEW NURSING CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Siskiyou,Investor Owned,17763,2088,3506,15199,40704,0,0,1473
2015,206480917,SPRINGS ROAD HEALTHCARE,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Solano,Investor Owned,19800,1896,14990,9597,42302,0,0,115
2014,206480917,SPRINGS ROAD HEALTHCARE,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Solano,Investor Owned,20237,1816,16080,9109,43153,0,0,0
2013,206480917,SPRINGS ROAD HEALTHCARE,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Solano,Investor Owned,19827,1920,15462,8579,42828,0,0,0
2012,206480917,SPRINGS ROAD HEALTHCARE,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Solano,Investor Owned,20267,1944,14341,9703,43194,0,0,0
2011,206480917,SPRINGS ROAD HEALTHCARE,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Solano,Investor Owned,19526,2000,12957,12043,41698,0,0,0
2015,206480965,HEARTWOOD AVENUE HEALTHCARE,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Solano,Not-for-Profit,18072,1872,5560,12928,40670,0,0,1941
2014,206480965,HEARTWOOD AVENUE HEALTHCARE,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Solano,Not-for-Profit,18587,1816,6927,12694,42525,0,0,661
2013,206480965,HEARTWOOD AVENUE HEALTHCARE,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Solano,Not-for-Profit,17853,1856,6550,13294,41032,0,0,0
2012,206480965,HEARTWOOD AVENUE HEALTHCARE,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Solano,Not-for-Profit,18488,1978,5602,14348,42802,0,0,0
2011,206480965,HEARTWOOD AVENUE HEALTHCARE,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Solano,Not-for-Profit,17528,1787,2998,15914,41029,0,0,0
2015,206480995,LA MARIPOSA CARE AND REHABILITATION CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Solano,Investor Owned,25768,1854,12208,21880,59125,0,0,0
2014,206480995,LA MARIPOSA CARE AND REHABILITATION CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Solano,Investor Owned,31952,2119,16361,21673,70697,0,0,0
2013,206480995,LA MARIPOSA CARE AND REHABILITATION CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Solano,Investor Owned,31428,1949,19321,19171,69582,0,0,0
2012,206480995,LA MARIPOSA CARE AND REHABILITATION CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Solano,Investor Owned,30737,1801,20729,18236,70543,0,0,0
2011,206480995,LA MARIPOSA CARE AND REHABILITATION CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Solano,Investor Owned,33191,2494,19241,20740,75850,0,0,0
2015,206481011,WINDSOR VALLEJO NURSING AND REHABILITATION CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Solano,Investor Owned,53415,5013,22360,50616,116418,0,0,3254
2014,206481011,WINDSOR VALLEJO NURSING AND REHABILITATION CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Solano,Investor Owned,54259,3191,28955,39147,122692,0,0,1334
2013,206481011,WINDSOR VALLEJO NURSING AND REHABILITATION CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Solano,Investor Owned,51033,3757,8293,33203,120627,0,0,0
2012,206481011,WINDSOR VALLEJO NURSING AND REHABILITATION CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Solano,Investor Owned,48450,5696,33703,30506,109397,0,0,0
2011,206481011,WINDSOR VALLEJO NURSING AND REHABILITATION CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Solano,Investor Owned,48230,5559,4261,33867,113616,0,0,0
2014,206481018,CRESTWOOD MANOR - VALLEJO,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Solano,Investor Owned,11761,1215,3233,9234,24705,0,12957,0
2013,206481018,CRESTWOOD MANOR - VALLEJO,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Solano,Investor Owned,12884,1195,2759,7967,33236,0,12313,0
2012,206481018,CRESTWOOD MANOR - VALLEJO,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Solano,Investor Owned,13048,1250,4962,6386,15329,0,27832,0
2011,206481018,CRESTWOOD MANOR - VALLEJO,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Solano,Investor Owned,12787,1206,5245,4737,9349,0,32947,0
2015,206481084,FAIRFIELD POST ACUTE REHAB,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Solano,Investor Owned,33129,1832,31767,25768,90120,0,0,0
2014,206481084,FAIRFIELD POST ACUTE REHAB,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Solano,Investor Owned,33512,2099,28303,25684,89715,0,0,0
2013,206481084,FAIRFIELD POST ACUTE REHAB,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Solano,Investor Owned,34021,3201,26369,25056,91321,0,0,0
2012,206481084,FAIRFIELD POST ACUTE REHAB,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Solano,Investor Owned,33515,2058,28415,22280,86727,0,0,0
2011,206481084,FAIRFIELD POST ACUTE REHAB,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Solano,Investor Owned,33132,1871,27006,21123,88866,0,0,0
2015,206481086,GREENFIELD CARE CENTER OF FAIRFIELD,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Solano,Investor Owned,29104,2080,9366,24320,67672,0,0,2173
2014,206481086,GREENFIELD CARE CENTER OF FAIRFIELD,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Solano,Investor Owned,25492,1856,10566,22809,59861,0,0,1954
2013,206481086,GREENFIELD CARE CENTER OF FAIRFIELD,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Solano,Investor Owned,25567,2065,13858,18457,58418,0,0,2113
2012,206481086,GREENFIELD CARE CENTER OF FAIRFIELD,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Solano,Investor Owned,26385,1045,17142,13722,63325,0,0,2116
2011,206481086,GREENFIELD CARE CENTER OF FAIRFIELD,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Solano,Investor Owned,26708,627,16332,10213,64099,0,0,2103
2015,206481105,ORCHARD POST ACUTE CARE,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Solano,Investor Owned,23136,1898,20073,14266,51175,0,0,0
2014,206481105,ORCHARD POST ACUTE CARE,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Solano,Investor Owned,24780,1920,20358,10833,52915,0,0,0
2013,206481105,ORCHARD POST ACUTE CARE,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Solano,Investor Owned,23338,1931,15558,13687,52323,0,0,0
2012,206481105,ORCHARD POST ACUTE CARE,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Solano,Investor Owned,23303,1945,12600,14786,51280,0,0,0
2011,206481105,ORCHARD POST ACUTE CARE,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Solano,Investor Owned,24110,2080,11638,16757,55845,0,0,0
2015,206484004,VACAVILLE CONVALESCENT & REHAB CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Solano,Investor Owned,36671,1994,23670,21704,102620,0,0,0
2014,206484004,VACAVILLE CONVALESCENT & REHAB CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Solano,Investor Owned,37013,1994,26116,20799,105643,0,0,0
2013,206484004,VACAVILLE CONVALESCENT & REHAB CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Solano,Investor Owned,37242,2081,29701,19745,113551,0,0,0
2012,206484004,VACAVILLE CONVALESCENT & REHAB CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Solano,Investor Owned,38051,1994,25508,21282,105716,0,0,0
2011,206484004,VACAVILLE CONVALESCENT & REHAB CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Solano,Investor Owned,37925,2081,21600,21124,96192,0,0,0
2015,206484032,PARADISE VALLEY ESTATES,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Solano,Not-for-Profit,19972,8426,10577,21743,64225,0,0,0
2014,206484032,PARADISE VALLEY ESTATES,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Solano,Not-for-Profit,20266,2030,16065,23821,78108,0,0,3281
2013,206484032,PARADISE VALLEY ESTATES,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Solano,Not-for-Profit,20312,1904,13916,19486,68030,0,0,1915
2012,206484032,PARADISE VALLEY ESTATES,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Solano,Not-for-Profit,20516,1880,7764,22238,67455,0,0,3781
2011,206484032,PARADISE VALLEY ESTATES,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Solano,Not-for-Profit,20186,4064,10390,22488,67027,0,0,1946
2015,206490931,WINDSOR CARE CENTER OF PETALUMA,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Sonoma,Investor Owned,25464,3584,7816,18678,60243,0,0,1770
2014,206490931,WINDSOR CARE CENTER OF PETALUMA,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Sonoma,Investor Owned,24857,2538,6407,18679,59889,0,0,1861
2013,206490931,WINDSOR CARE CENTER OF PETALUMA,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Sonoma,Investor Owned,24921,3445,7176,21705,60018,0,0,0
2012,206490931,WINDSOR CARE CENTER OF PETALUMA,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Sonoma,Investor Owned,24873,1976,13295,14827,58976,0,0,0
2011,206490931,WINDSOR CARE CENTER OF PETALUMA,05/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Sonoma,Investor Owned,15300,1363,7666,9548,37245,0,0,0
2015,206490940,CREEKSIDE REHABILITATION AND BEHAVIORAL HEALTH,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Sonoma,Investor Owned,61694,3730,48062,42217,141433,14153,0,0
2014,206490940,CREEKSIDE REHABILITATION AND BEHAVIORAL HEALTH,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Sonoma,Investor Owned,60791,3801,46176,40580,120592,0,15773,0
2013,206490940,CREEKSIDE REHABILITATION AND BEHAVIORAL HEALTH,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Sonoma,Investor Owned,58621,5379,38871,42785,135783,16502,0,0
2012,206490940,CREEKSIDE REHABILITATION AND BEHAVIORAL HEALTH,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Sonoma,Investor Owned,59419,3704,35149,48589,133672,16828,0,0
2011,206490940,CREEKSIDE REHABILITATION AND BEHAVIORAL HEALTH,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Sonoma,Investor Owned,61766,4215,34182,48008,142389,0,16705,0
2015,206490947,FIRCREST CONVALESCENT HOSPITAL,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Sonoma,Investor Owned,15970,1989,15752,3640,33585,0,0,0
2014,206490947,FIRCREST CONVALESCENT HOSPITAL,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Sonoma,Investor Owned,16602,1937,16430,1028,35182,0,0,0
2013,206490947,FIRCREST CONVALESCENT HOSPITAL,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Sonoma,Investor Owned,16151,1840,15738,2930,35636,0,0,0
2012,206490947,FIRCREST CONVALESCENT HOSPITAL,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Sonoma,Investor Owned,16723,1864,16415,2568,36360,0,0,0
2011,206490947,FIRCREST CONVALESCENT HOSPITAL,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Sonoma,Investor Owned,17396,1840,13619,4581,39304,0,0,0
2015,206490954,HEALDSBURG SENIOR LIVING COMMUNITY,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Sonoma,Investor Owned,11531,1978,18591,5323,40224,0,0,0
2014,206490954,HEALDSBURG SENIOR LIVING COMMUNITY,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Sonoma,Investor Owned,11496,2002,16069,3256,33587,0,0,0
2013,206490954,HEALDSBURG SENIOR LIVING COMMUNITY,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Sonoma,Investor Owned,11542,2077,10346,3519,37050,0,0,0
2012,206490954,HEALDSBURG SENIOR LIVING COMMUNITY,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Sonoma,Investor Owned,12609,2167,10346,4803,35481,0,0,0
2011,206490954,HEALDSBURG SENIOR LIVING COMMUNITY,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Sonoma,Investor Owned,12207,2027,10346,7325,31779,0,0,0
2015,206490956,APPLE VALLEY POST ACUTE REHAB,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Sonoma,Investor Owned,32042,1880,15486,29400,95143,0,0,0
2014,206490956,APPLE VALLEY POST ACUTE REHAB,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Sonoma,Investor Owned,29860,1904,18899,22845,81386,0,0,0
2013,206490956,APPLE VALLEY POST ACUTE REHAB,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Sonoma,Investor Owned,30331,1880,17769,24439,77983,0,0,0
2012,206490956,APPLE VALLEY POST ACUTE REHAB,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Sonoma,Investor Owned,30906,1952,18148,26491,84442,0,0,0
2011,206490956,APPLE VALLEY POST ACUTE REHAB,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Sonoma,Investor Owned,29245,1762,20355,25791,78902,0,0,0
2015,206490961,EMP RES POST ACUTE REHABILITATION,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Sonoma,Investor Owned,32297,1791,6601,22255,85050,0,0,3370
2014,206490961,EMP RES POST ACUTE REHABILITATION,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Sonoma,Investor Owned,32343,1984,10450,19073,85563,0,0,1216
2013,206490961,EMP RES POST ACUTE REHABILITATION,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Sonoma,Investor Owned,31883,1960,16040,13699,80156,0,0,0
2012,206490961,EMP RES POST ACUTE REHABILITATION,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Sonoma,Investor Owned,31581,1916,21962,9840,76739,0,0,0
2011,206490961,EMP RES POST ACUTE REHABILITATION,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Sonoma,Investor Owned,31124,1899,19022,11593,78216,0,0,0
2015,206491000,GOLDEN LIVING CENTER - SANTA ROSA,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Sonoma,Investor Owned,33051,4464,19850,21440,72832,0,0,0
2014,206491000,GOLDEN LIVING CENTER - SANTA ROSA,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Sonoma,Investor Owned,33725,1903,26649,17994,76168,0,0,0
2013,206491000,GOLDEN LIVING CENTER - SANTA ROSA,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Sonoma,Investor Owned,33213,1531,28230,16003,77090,0,0,0
2012,206491000,GOLDEN LIVING CENTER - SANTA ROSA,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Sonoma,Investor Owned,33509,2718,23058,16451,79231,0,0,0
2011,206491000,GOLDEN LIVING CENTER - SANTA ROSA,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Sonoma,Investor Owned,34358,4016,16200,18784,78881,0,0,0
2015,206491001,GOLDEN LIVINGCENTER - LONDON HOUSE SONOMA,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Sonoma,Investor Owned,27615,5298,18229,13193,55021,0,0,0
2014,206491001,GOLDEN LIVINGCENTER - LONDON HOUSE SONOMA,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Sonoma,Investor Owned,28531,2305,23969,11230,63894,0,0,0
2013,206491001,GOLDEN LIVINGCENTER - LONDON HOUSE SONOMA,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Sonoma,Investor Owned,28786,1869,23270,9607,65876,0,0,0
2012,206491001,GOLDEN LIVINGCENTER - LONDON HOUSE SONOMA,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Sonoma,Investor Owned,28660,1923,23631,10030,64258,0,0,0
2011,206491001,GOLDEN LIVINGCENTER - LONDON HOUSE SONOMA,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Sonoma,Investor Owned,28375,2793,21472,10907,64498,0,0,0
2015,206491003,CLOVERDALE HEALTHCARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Sonoma,Investor Owned,22181,2035,5052,15730,55724,0,0,0
2014,206491003,CLOVERDALE HEALTHCARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Sonoma,Investor Owned,21841,2021,6971,13705,56723,0,0,0
2013,206491003,CLOVERDALE HEALTHCARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Sonoma,Investor Owned,21364,1933,8603,12931,53486,0,0,0
2012,206491003,CLOVERDALE HEALTHCARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Sonoma,Investor Owned,22829,1981,9244,12688,57138,0,0,0
2011,206491003,CLOVERDALE HEALTHCARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Sonoma,Investor Owned,22798,84,12384,11820,59462,0,0,0
2015,206491017,BROADWAY VILLA POST ACUTE,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Sonoma,Investor Owned,44655,1943,15623,32408,106340,0,0,908
2014,206491017,BROADWAY VILLA POST ACUTE,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Sonoma,Investor Owned,42027,2024,15577,28527,100168,0,0,40
2013,206491017,BROADWAY VILLA POST ACUTE,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Sonoma,Investor Owned,40624,2024,18102,25492,100766,0,0,0
2012,206491017,BROADWAY VILLA POST ACUTE,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Sonoma,Investor Owned,41042,2056,19807,23405,107321,0,0,0
2011,206491017,BROADWAY VILLA POST ACUTE,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Sonoma,Investor Owned,39087,1709,21890,19908,100697,0,0,0
2015,206491032,"OAKS, THE",01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Sonoma,Investor Owned,21358,1944,13605,10974,54447,0,0,0
2014,206491032,"OAKS, THE",01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Sonoma,Investor Owned,21455,1960,14059,10488,54620,0,0,0
2013,206491032,"OAKS, THE",01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Sonoma,Investor Owned,20230,1952,14891,9621,52442,0,0,0
2012,206491032,"OAKS, THE",01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Sonoma,Investor Owned,20408,1881,11493,13420,46656,0,0,0
2011,206491032,"OAKS, THE",01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Sonoma,Investor Owned,19818,1472,9496,14525,52911,0,0,1992
2015,206491035,PETALUMA POST-ACUTE REHABILITATION,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Sonoma,Investor Owned,29770,2000,29190,20676,70859,0,0,0
2014,206491035,PETALUMA POST-ACUTE REHABILITATION,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Sonoma,Investor Owned,28639,1965,30637,19300,67995,0,0,0
2013,206491035,PETALUMA POST-ACUTE REHABILITATION,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Sonoma,Investor Owned,28113,2325,27830,16671,66951,0,0,0
2012,206491035,PETALUMA POST-ACUTE REHABILITATION,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Sonoma,Investor Owned,28302,2024,28323,19267,73021,0,0,0
2011,206491035,PETALUMA POST-ACUTE REHABILITATION,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Sonoma,Investor Owned,26714,2420,34424,9754,68808,87,0,0
2015,206491058,PARK VIEW POST ACUTE,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Sonoma,Investor Owned,37774,1966,20220,31913,99282,0,0,2404
2014,206491058,PARK VIEW POST ACUTE,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Sonoma,Investor Owned,34472,1635,24157,25299,89435,0,0,0
2013,206491058,PARK VIEW POST ACUTE,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Sonoma,Investor Owned,32015,2062,20768,27467,85477,0,0,0
2012,206491058,PARK VIEW POST ACUTE,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Sonoma,Investor Owned,33272,1102,20446,33041,89999,0,0,0
2011,206491058,PARK VIEW POST ACUTE,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Sonoma,Investor Owned,34235,3673,17356,28632,85960,0,0,0
2015,206491062,SANTA ROSA CONVALESCENT HOSPITAL,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Sonoma,Investor Owned,22504,2048,2699,13809,62810,1512,0,0
2014,206491062,SANTA ROSA CONVALESCENT HOSPITAL,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Sonoma,Investor Owned,21909,2040,5022,11373,63366,1477,0,0
2013,206491062,SANTA ROSA CONVALESCENT HOSPITAL,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Sonoma,Investor Owned,22483,2080,5259,11252,64772,1325,0,0
2012,206491062,SANTA ROSA CONVALESCENT HOSPITAL,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Sonoma,Investor Owned,22294,2040,4640,11133,63722,1209,0,0
2011,206491062,SANTA ROSA CONVALESCENT HOSPITAL,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Sonoma,Investor Owned,22163,2036,5139,10143,64844,1201,0,167
2015,206491072,SONOMA ACRES CARE CENTER,07/01/2014 12:00:00 AM,06/30/2015 12:00:00 AM,Sonoma,Investor Owned,5796,2080,1433,8228,14676,0,0,0
2014,206491072,SONOMA ACRES CARE CENTER,12/01/2013 12:00:00 AM,06/30/2014 12:00:00 AM,Sonoma,Investor Owned,2816,1120,305,3733,7432,0,0,0
2013,206491072,SONOMA ACRES CARE CENTER,07/01/2012 12:00:00 AM,06/30/2013 12:00:00 AM,Sonoma,Investor Owned,4229,2080,5248,3301,14093,0,0,0
2012,206491072,SONOMA ACRES CARE CENTER,07/01/2011 12:00:00 AM,06/30/2012 12:00:00 AM,Sonoma,Investor Owned,5051,2080,5934,2873,16186,0,0,0
2011,206491072,SONOMA ACRES CARE CENTER,07/01/2010 12:00:00 AM,06/30/2011 12:00:00 AM,Sonoma,Investor Owned,5026,2080,5526,3445,15195,0,0,0
2015,206491085,SUMMERFIELD HEALTHCARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Sonoma,Investor Owned,18399,1995,11375,12983,47690,0,0,165
2014,206491085,SUMMERFIELD HEALTHCARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Sonoma,Investor Owned,18606,1985,9929,12524,45271,0,0,0
2013,206491085,SUMMERFIELD HEALTHCARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Sonoma,Investor Owned,17833,1937,8347,14046,44973,0,0,0
2012,206491085,SUMMERFIELD HEALTHCARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Sonoma,Investor Owned,17930,2095,7296,14694,44970,0,0,0
2011,206491085,SUMMERFIELD HEALTHCARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Sonoma,Investor Owned,18592,1835,9992,12833,45498,0,0,0
2015,206492251,GOLDEN LIVINGCENTER - PETALUMA,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Sonoma,Investor Owned,32617,2447,26404,15282,70502,0,0,0
2014,206492251,GOLDEN LIVINGCENTER - PETALUMA,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Sonoma,Investor Owned,33167,2440,27960,12190,75952,0,0,0
2013,206492251,GOLDEN LIVINGCENTER - PETALUMA,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Sonoma,Investor Owned,33150,1940,26396,12673,75200,0,0,0
2012,206492251,GOLDEN LIVINGCENTER - PETALUMA,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Sonoma,Investor Owned,32847,2076,25940,13010,76582,0,0,0
2011,206492251,GOLDEN LIVINGCENTER - PETALUMA,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Sonoma,Investor Owned,33642,2620,19740,17740,77410,0,0,0
